9,1068,261.00,-2.75,-2.71,-3.46,-2.63,-2.85
9,10505,269.00,0.72,0.71,0.68,0.71,0.71
9,10106,261.00,0.97,0.96,0.95,0.95,0.94
9,10107,275.00,0.96,0.95,0.95,0.96,0.96
9,10106,271.00,0.96,0.96,0.94,0.95,0.95
9,10108,273.00,0.97,0.96,0.96,0.95,0.96
9,10106,268.00,0.97,0.95,0.97,0.95,0.96
9,10108,277.00,0.97,0.95,0.96,0.96,0.95
9,10106,268.00,0.96,0.95,0.95,0.95,0.96
9,10108,271.00,0.97,0.96,0.95,0.96,0.95
9,10106,268.00,0.96,0.96,0.96,0.96,0.96
9,10108,276.00,0.96,0.96,0.95,0.95,0.96
9,10106,268.00,0.96,0.96,0.95,0.96,0.96
9,10108,224.00,0.96,0.95,0.95,0.95,0.96
9,10106,276.00,0.96,0.96,0.95,0.96,0.96
9,10108,271.00,0.96,0.96,0.96,0.96,0.96
9,10106,275.00,0.97,0.95,0.96,0.95,0.96
9,10108,223.00,0.96,0.95,0.95,0.95,0.96
9,10106,276.00,0.96,0.95,0.95,0.95,0.95
9,10108,223.00,0.96,0.95,0.95,0.94,0.95
9,10106,269.00,0.96,0.96,0.96,0.94,0.95
9,10108,222.00,0.96,0.96,0.96,0.91,0.96
9,10106,277.00,0.96,0.96,0.96,0.95,0.96
9,10108,264.00,0.93,0.91,0.92,0.93,0.92
9,10106,268.00,0.92,0.92,0.92,0.92,0.91
9,10108,265.00,0.92,0.91,0.92,0.92,0.92
9,10106,267.00,0.90,0.90,0.90,0.90,0.90
9,10108,267.00,0.86,0.86,0.85,0.86,0.85
9,10106,224.00,0.84,0.83,0.83,0.84,0.84
9,10242,266.00,0.58,0.58,0.58,0.57,0.57
9,10106,274.00,0.62,0.62,0.61,0.63,0.62
9,10107,270.00,0.62,0.62,0.61,0.61,0.61
9,10106,269.00,0.62,0.62,0.62,0.62,0.62
9,10108,265.00,0.62,0.60,0.62,0.62,0.60
9,10106,277.00,0.62,0.61,0.61,0.61,0.61
9,10108,271.00,0.62,0.62,0.61,0.61,0.61
9,10106,275.00,0.63,0.62,0.62,0.62,0.61
9,10108,276.00,0.62,0.61,0.61,0.61,0.61
9,10106,275.00,0.63,0.61,0.61,0.62,0.62
9,10108,266.00,0.62,0.62,0.62,0.63,0.62
9,10106,224.00,0.62,0.62,0.62,0.63,0.61
9,10108,266.00,0.62,0.62,0.61,0.62,0.62
9,10106,265.00,0.63,0.63,0.62,0.62,0.61
9,10108,266.00,0.62,0.62,0.62,0.61,0.62
9,10106,276.00,0.63,0.62,0.62,0.62,0.61
9,10108,279.00,0.63,0.62,0.63,0.61,0.60
9,10106,224.00,0.64,0.63,0.61,0.62,0.62
9,10108,273.00,0.63,0.61,0.62,0.62,0.62
9,10106,278.00,0.62,0.61,0.62,0.61,0.61
9,10108,269.00,0.63,0.61,0.61,0.62,0.63
9,10106,269.00,0.63,0.61,0.62,0.61,0.62
9,10108,224.00,0.63,0.62,0.62,0.62,0.62
9,10108,223.00,0.63,0.62,0.62,0.62,0.61
9,10107,266.00,0.64,0.62,0.64,0.62,0.63
9,10108,274.00,0.63,0.62,0.62,0.62,0.61
9,10106,278.00,0.62,0.61,0.61,0.62,0.62
9,10108,223.00,0.63,0.62,0.61,0.61,0.62
9,10106,276.00,0.63,0.62,0.62,0.61,0.62
9,10108,222.00,0.63,0.62,0.62,0.62,0.61
9,10106,276.00,0.62,0.62,0.62,0.62,0.61
9,10108,278.00,0.63,0.62,0.61,0.61,0.62
9,10106,276.00,0.63,0.62,0.62,0.62,0.62
9,10108,276.00,0.62,0.62,0.62,0.61,0.61
9,10106,278.00,0.63,0.62,0.61,0.62,0.63
9,10108,267.00,0.62,0.61,0.61,0.62,0.62
9,10106,271.00,0.62,0.61,0.61,0.61,0.61
9,10108,265.00,0.62,0.62,0.61,0.62,0.61
9,10106,268.00,0.62,0.61,0.66,0.60,0.61
9,10108,267.00,0.62,0.61,0.60,0.61,0.61
9,10106,274.00,0.62,0.61,0.61,0.61,0.61
9,10108,278.00,0.62,0.61,0.60,0.61,0.61
9,10106,277.00,0.63,0.62,0.62,0.62,0.62
9,10108,264.00,0.62,0.62,0.61,0.61,0.61
9,10106,265.00,0.62,0.62,0.61,0.61,0.61
9,10108,273.00,0.61,0.61,0.61,0.61,0.61
9,10106,271.00,0.61,0.62,0.61,0.61,0.61
9,10108,273.00,0.62,0.62,0.62,0.63,0.61
9,10106,263.00,0.60,0.61,0.61,0.61,0.61
9,10108,272.00,0.61,0.61,0.62,0.62,0.62
9,10106,270.00,0.61,0.61,0.61,0.61,0.60
9,10108,269.00,0.61,0.60,0.60,0.61,0.60
9,10106,272.00,0.61,0.60,0.61,0.61,0.61
9,10107,270.00,0.61,0.60,0.62,0.60,0.59
9,10106,271.00,0.62,0.61,0.61,0.61,0.60
9,10107,220.00,0.61,0.61,0.61,0.60,0.60
9,10106,270.00,0.60,0.61,0.60,0.60,0.61
9,10107,271.00,0.62,0.61,0.60,0.61,0.61
9,10106,265.00,0.60,0.61,0.61,0.61,0.61
9,10108,266.00,0.61,0.62,0.61,0.61,0.62
9,10106,271.00,0.60,0.61,0.60,0.62,0.60
9,10107,263.00,0.60,0.60,0.61,0.61,0.61
9,10106,264.00,0.61,0.60,0.61,0.61,0.61
9,10107,270.00,0.62,0.60,0.60,0.60,0.61
9,10106,276.00,0.62,0.61,0.61,0.60,0.61
9,10108,279.00,0.63,0.62,0.61,0.61,0.61
9,10106,274.00,0.62,0.61,0.61,0.61,0.61
9,10108,272.00,0.62,0.61,0.61,0.61,0.62
9,10106,269.00,0.61,0.62,0.61,0.61,0.61
9,10107,269.00,0.61,0.61,0.60,0.60,0.61
9,10106,263.00,0.62,0.60,0.61,0.61,0.60
9,10107,268.00,0.60,0.61,0.60,0.62,0.60
9,10106,271.00,0.61,0.61,0.60,0.61,0.61
9,10107,261.00,0.60,0.61,0.60,0.60,0.60
