9,10248,238.00,0.24,0.23,0.23,0.23,0.25
9,10107,286.00,0.23,0.23,0.23,0.24,0.24
9,10107,289.00,0.24,0.24,0.24,0.24,0.24
9,10106,289.00,0.25,0.24,0.24,0.23,0.25
9,10108,246.00,0.25,0.24,0.24,0.24,0.25
9,10106,288.00,0.24,0.25,0.23,0.23,0.25
9,10108,297.00,0.24,0.24,0.25,0.25,0.24
9,10106,281.00,0.25,0.24,0.24,0.24,0.23
9,10108,293.00,0.25,0.25,0.25,0.24,0.25
9,10106,286.00,0.25,0.25,0.25,0.24,0.25
9,10107,285.00,0.26,0.26,0.24,0.24,0.22
9,10106,293.00,0.24,0.23,0.24,0.24,0.24
9,10107,284.00,0.25,0.25,0.25,0.25,0.26
9,10106,283.00,0.24,0.24,0.24,0.23,0.24
9,10107,234.00,0.24,0.24,0.24,0.18,0.23
9,10106,299.00,0.23,0.25,0.24,0.23,0.23
9,10108,295.00,0.23,0.24,0.23,0.23,0.23
9,10106,256.00,0.24,0.23,0.24,0.23,0.23
9,10108,313.00,0.24,0.24,0.24,0.24,0.24
9,10106,296.00,0.24,0.23,0.24,0.23,0.23
9,10108,301.00,0.25,0.24,0.25,0.24,0.24
9,10106,312.00,0.25,0.24,0.25,0.24,0.24
9,10108,309.00,0.25,0.25,0.25,0.25,0.24
9,10106,313.00,0.24,0.24,0.24,0.24,0.24
9,10108,310.00,0.23,0.24,0.23,0.23,0.23
9,10106,310.00,0.23,0.23,0.23,0.22,0.23
9,10108,308.00,0.23,0.23,0.23,0.23,0.23
9,10106,251.00,0.25,0.25,0.24,0.24,0.25
9,10108,307.00,0.24,0.24,0.24,0.24,0.24
9,10106,298.00,0.26,0.26,0.26,0.26,0.25
9,10108,315.00,0.26,0.25,0.24,0.24,0.26
9,10106,232.00,0.26,0.25,0.24,0.24,0.25
9,10108,329.00,0.25,0.25,0.25,0.25,0.25
9,10106,312.00,0.25,0.25,0.25,0.25,0.25
9,10108,311.00,0.26,0.25,0.25,0.24,0.24
9,10106,309.00,0.25,0.25,0.25,0.25,0.24
9,10107,314.00,0.25,0.25,0.24,0.25,0.25
9,10107,315.00,0.25,0.25,0.24,0.25,0.24
9,10108,260.00,0.27,0.26,0.26,0.26,0.26
9,10106,304.00,0.26,0.26,0.26,0.26,0.25
9,10108,313.00,0.25,0.25,0.26,0.26,0.26
9,10106,313.00,0.27,0.26,0.26,0.25,0.27
9,10108,314.00,0.26,0.26,0.26,0.25,0.26
9,10106,305.00,0.26,0.25,0.26,0.26,0.25
9,10108,303.00,0.27,0.20,0.27,0.26,0.27
9,10106,308.00,0.27,0.25,0.26,0.26,0.27
9,10108,307.00,0.27,0.27,0.28,0.27,0.27
9,10106,315.00,0.27,0.27,0.27,0.27,0.26
9,10108,317.00,0.27,0.27,0.27,0.26,0.28
9,10106,301.00,0.27,0.27,0.26,0.27,0.27
9,10108,313.00,0.28,0.27,0.27,0.27,0.27
9,10106,308.00,0.27,0.27,0.27,0.26,0.27
9,10108,316.00,0.27,0.26,0.26,0.26,0.26
9,10106,314.00,0.27,0.26,0.26,0.26,0.25
9,10108,306.00,0.26,0.25,0.26,0.25,0.26
9,10106,314.00,0.27,0.27,0.27,0.27,0.27
9,10108,315.00,0.26,0.27,0.27,0.26,0.26
9,10106,317.00,0.27,0.27,0.26,0.26,0.27
9,10108,311.00,0.27,0.28,0.28,0.28,0.26
9,10106,308.00,0.26,0.27,0.27,0.27,0.26
9,10108,304.00,0.27,0.25,0.25,0.27,0.26
9,10106,315.00,0.26,0.25,0.26,0.26,0.26
9,10108,311.00,0.27,0.27,0.27,0.27,0.27
9,10106,259.00,0.27,0.28,0.27,0.27,0.27
9,10108,315.00,0.27,0.28,0.28,0.27,0.26
9,10106,257.00,0.28,0.28,0.27,0.27,0.28
9,10108,311.00,0.28,0.26,0.27,0.28,0.27
9,10106,305.00,0.26,0.27,0.27,0.26,0.27
9,10108,307.00,0.27,0.26,0.26,0.27,0.26
9,10106,307.00,0.28,0.28,0.27,0.27,0.28
9,10108,303.00,0.28,0.27,0.28,0.28,0.27
9,10106,296.00,0.29,0.29,0.28,0.29,0.28
9,10108,295.00,0.28,0.29,0.29,0.28,0.28
9,10106,297.00,0.28,0.27,0.27,0.27,0.27
9,10108,299.00,0.27,0.27,0.27,0.27,0.27
9,10106,294.00,0.27,0.27,0.28,0.28,0.27
9,10108,282.00,0.25,0.26,0.27,0.28,0.27
9,10106,286.00,0.27,0.27,0.28,0.27,0.27
9,10108,291.00,0.28,0.27,0.27,0.27,0.29
9,10106,298.00,0.27,0.27,0.27,0.27,0.26
9,10107,291.00,0.27,0.26,0.27,0.28,0.28
9,10107,241.00,0.28,0.28,0.27,0.26,0.28
9,10108,297.00,0.27,0.28,0.28,0.27,0.28
9,10106,258.00,0.28,0.27,0.28,0.28,0.27
9,10108,304.00,0.29,0.27,0.27,0.28,0.28
9,10106,315.00,0.28,0.28,0.28,0.28,0.28
9,10108,293.00,0.28,0.28,0.28,0.27,0.28
9,10106,302.00,0.28,0.28,0.28,0.27,0.28
9,10108,258.00,0.29,0.30,0.28,0.28,0.28
9,10106,313.00,0.29,0.29,0.29,0.27,0.29
9,10108,315.00,0.29,0.29,0.29,0.30,0.29
9,10106,259.00,0.30,0.28,0.29,0.29,0.29
9,10108,311.00,0.29,0.29,0.29,0.29,0.29
9,10106,258.00,0.29,0.28,0.30,0.28,0.29
9,10108,306.00,0.30,0.29,0.29,0.28,0.28
9,10106,313.00,0.30,0.30,0.29,0.30,0.30
9,10108,304.00,0.30,0.30,0.30,0.29,0.29
9,10106,311.00,0.30,0.30,0.28,0.29,0.30
9,10108,310.00,0.30,0.29,0.29,0.29,0.29
9,10106,313.00,0.31,0.30,0.30,0.30,0.30
9,10108,307.00,0.30,0.29,0.29,0.30,0.30
9,10106,303.00,0.30,0.30,0.30,0.29,0.30
9,10108,316.00,0.31,0.31,0.31,0.31,0.30
9,10106,314.00,0.30,0.30,0.32,0.30,0.30
