3,1492512914,212.67,751.90,6.92,5.63,24.56,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852539944954159,0.32979753762989616
3,1492512989,212.67,748.00,6.69,6.43,24.94,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852539944954159,0.32979753762989616
3,1492513067,212.67,734.80,6.53,6.74,24.62,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852539944954159,0.32979753762989616
3,1492513149,212.67,728.30,5.61,6.97,24.62,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852539944954159,0.32979753762989616
3,1492513224,212.67,724.20,5.93,6.89,24.31,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852377803866647,0.32979771041749212
3,1492513299,212.67,720.80,6.01,6.87,24.25,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22851903248843031,0.32979799141550165
3,1492513381,212.83,734.20,6.25,6.43,24.19,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22851755768521237,0.32979740847553152
3,1492513461,212.83,740.80,6.32,6.72,24.37,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22851815633314582,0.32979890596802969
3,1492513536,212.83,749.10,6.24,6.09,24.56,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22851956481385222,0.32979816943908535
3,1492513618,212.83,751.50,6.39,6.38,24.44,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22851956481385222,0.32979816943908535
3,1492513700,212.83,734.10,6.41,7.53,24.50,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22851922098398955,0.32979657071749052
3,1492513778,212.83,729.90,6.88,7.68,24.50,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22851950023666986,0.32979817467507311
3,1492513860,212.83,601.90,8.19,0.00,24.87,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492513942,212.83,703.80,7.95,0.00,24.31,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514051,212.83,730.80,7.53,0.00,24.31,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514133,212.83,745.50,7.35,0.00,24.25,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514215,212.83,729.20,6.79,6.58,24.25,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514291,212.99,739.90,6.32,6.17,24.87,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514366,212.99,692.70,8.16,0.00,24.50,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514448,212.99,730.60,8.16,0.00,24.56,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514523,212.99,745.90,10.22,0.87,24.37,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514598,212.99,698.70,8.83,0.00,23.62,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514680,212.99,737.10,8.17,0.00,24.56,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514758,212.99,732.10,7.89,0.00,24.44,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514832,212.99,742.30,5.89,6.77,24.31,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514914,212.99,731.80,5.65,6.74,24.44,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492514996,212.99,796.10,6.17,6.97,24.44,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492515077,212.99,711.20,8.35,0.00,24.50,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492515159,212.99,717.90,8.40,0.00,24.50,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492515241,212.99,719.20,6.38,7.14,24.62,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492515319,212.99,718.30,6.36,6.82,24.50,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492515401,212.99,729.60,6.31,6.95,24.69,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492515483,212.99,724.90,6.21,7.32,24.50,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492515559,212.99,708.40,7.91,4.97,24.44,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
